Country,Year,Coffee_Type,Metric,ValueCoffee
Nepal,2011,Production,Production,122400000.0
Russian Federation,2003,Domestic Consumption,Domestic Consumption,74220000.0
Zambia,2004,Domestic Consumption,Domestic Consumption,73380000.0
Portugal,2005,Domestic Consumption,Domestic Consumption,72540000.0
Costa Rica,2006,Domestic Consumption,Domestic Consumption,71677980.0
Paraguay,2007,Domestic Consumption,Domestic Consumption,76855380.0
Lao Peoples Democratic Republic,2008,Domestic Consumption,Domestic Consumption,77430000.0
Finland,2009,Domestic Consumption,Domestic Consumption,76468740.0
Rwanda,2010,Domestic Consumption,Domestic Consumption,78661440.0
Liberia,2011,Domestic Consumption,Domestic Consumption,86103900.0
Guatemala,2012,Domestic Consumption,Domestic Consumption,90854520.0
Angola,2013,Domestic Consumption,Domestic Consumption,97021200.0
Uganda,2014,Domestic Consumption,Domestic Consumption,99927060.0
Italy,2015,Domestic Consumption,Domestic Consumption,103222380.0
Brazil,2016,Domestic Consumption,Domestic Consumption,104186484.0
Democratic Republic of Congo,2017,Domestic Consumption,Domestic Consumption,107596260.0
Netherlands,2018,Domestic Consumption,Domestic Consumption,107484600.0
United States of America,2019,Domestic Consumption,Domestic Consumption,121486440.0
Cameroon,1990,Domestic Consumption,Domestic Consumption,22500000.0
Madagascar,1991,Domestic Consumption,Domestic Consumption,22500000.0
Sri Lanka,1992,Domestic Consumption,Domestic Consumption,22500000.0
Indonesia,1993,Domestic Consumption,Domestic Consumption,22500000.0
Jamaica,1994,Domestic Consumption,Domestic Consumption,22500000.0
Philippines,1995,Domestic Consumption,Domestic Consumption,22500000.0
Germany,1996,Domestic Consumption,Domestic Consumption,22500000.0
Cuba,1997,Domestic Consumption,Domestic Consumption,22500000.0
Lithuania,1998,Domestic Consumption,Domestic Consumption,22500000.0
Hungary,1999,Domestic Consumption,Domestic Consumption,22500000.0
Cyprus,2000,Domestic Consumption,Domestic Consumption,22500000.0
Malawi,2001,Domestic Consumption,Domestic Consumption,22500000.0
Switzerland,2002,Domestic Consumption,Domestic Consumption,22500000.0
Estonia,2003,Domestic Consumption,Domestic Consumption,22500000.0
Ecuador,2004,Domestic Consumption,Domestic Consumption,22500000.0
Nigeria,2005,Domestic Consumption,Domestic Consumption,22500000.0
El Salvador,2006,Domestic Consumption,Domestic Consumption,22500000.0
Malta,2007,Domestic Consumption,Domestic Consumption,22500000.0
Ethiopia,2008,Domestic Consumption,Domestic Consumption,16071540.0
United Kingdom,2009,Domestic Consumption,Domestic Consumption,17726460.0
Mexico,2010,Domestic Consumption,Domestic Consumption,24433260.0
Sierra Leone,2011,Domestic Consumption,Domestic Consumption,22853280.0
Sweden,2012,Domestic Consumption,Domestic Consumption,25385820.0
Honduras,2013,Domestic Consumption,Domestic Consumption,20103600.0
Viet Nam,2014,Domestic Consumption,Domestic Consumption,22844520.0
Nicaragua,2015,Domestic Consumption,Domestic Consumption,26929260.0
Kenya,2016,Domestic Consumption,Domestic Consumption,19767420.0
Unspecified EU stocks,2017,Domestic Consumption,Domestic Consumption,21200040.0
Peru,2018,Domestic Consumption,Domestic Consumption,21900000.0
Czechia,2019,Domestic Consumption,Domestic Consumption,21120000.0
India,1990,Domestic Consumption,Domestic Consumption,3000000.0
Côte d Ivoire,1991,Domestic Consumption,Domestic Consumption,3000000.0
Croatia,1992,Domestic Consumption,Domestic Consumption,3000000.0
Austria,1993,Domestic Consumption,Domestic Consumption,3000000.0
Greece,1994,Domestic Consumption,Domestic Consumption,3000000.0
Timor-Leste,1995,Domestic Consumption,Domestic Consumption,3000000.0
Equatorial Guinea,1996,Domestic Consumption,Domestic Consumption,3000000.0
Trinidad & Tobago,1997,Domestic Consumption,Domestic Consumption,3000000.0
Belgium/Luxembourg,1998,Domestic Consumption,Domestic Consumption,3000000.0
Zimbabwe,1999,Domestic Consumption,Domestic Consumption,3000000.0
Poland,2000,Domestic Consumption,Domestic Consumption,19000020.0
Bulgaria,2001,Domestic Consumption,Domestic Consumption,19000020.0
Central African Republic,2002,Domestic Consumption,Domestic Consumption,19000020.0
Togo,2003,Domestic Consumption,Domestic Consumption,19000020.0
Burundi,2004,Domestic Consumption,Domestic Consumption,19000020.0
Guyana,2005,Domestic Consumption,Domestic Consumption,19000020.0
Slovenia,2006,Domestic Consumption,Domestic Consumption,19000020.0
Tunisia,2007,Domestic Consumption,Domestic Consumption,19020000.0
Haiti,2008,Domestic Consumption,Domestic Consumption,19020000.0
Ireland,2009,Domestic Consumption,Domestic Consumption,19020000.0
Latvia,2010,Domestic Consumption,Domestic Consumption,19020000.0
Slovakia,2011,Domestic Consumption,Domestic Consumption,19020000.0
Gabon,2012,Domestic Consumption,Domestic Consumption,19020000.0
Guinea,2013,Domestic Consumption,Domestic Consumption,19020000.0
Thailand,2014,Domestic Consumption,Domestic Consumption,19020000.0
Norway,2015,Domestic Consumption,Domestic Consumption,19020000.0
France,2016,Domestic Consumption,Domestic Consumption,19020000.0
Dominican Republic,2017,Domestic Consumption,Domestic Consumption,19020000.0
Luxembourg,2018,Domestic Consumption,Domestic Consumption,19020000.0
Belgium,2019,Domestic Consumption,Domestic Consumption,19020000.0
Japan,1990,Domestic Consumption,Domestic Consumption,12000000.0
Yemen,1991,Domestic Consumption,Domestic Consumption,12000000.0
Spain,1992,Domestic Consumption,Domestic Consumption,12000000.0
Papua New Guinea,1993,Domestic Consumption,Domestic Consumption,12000000.0
Venezuela,1994,Domestic Consumption,Domestic Consumption,12000000.0
Congo,1995,Domestic Consumption,Domestic Consumption,12000000.0
Ghana,1996,Domestic Consumption,Domestic Consumption,12000000.0
Denmark,1997,Domestic Consumption,Domestic Consumption,12000000.0
Romania,1998,Domestic Consumption,Domestic Consumption,12000000.0
Colombia,1999,Domestic Consumption,Domestic Consumption,12000000.0
Panama,2000,Domestic Consumption,Domestic Consumption,12000000.0
Bolivia,2001,Domestic Consumption,Domestic Consumption,12000000.0
Tanzania,2002,Domestic Consumption,Domestic Consumption,12000000.0
Nepal,2003,Domestic Consumption,Domestic Consumption,12000000.0
Russian Federation,2004,Domestic Consumption,Domestic Consumption,12000000.0
Zambia,2005,Domestic Consumption,Domestic Consumption,12000000.0
Portugal,2006,Domestic Consumption,Domestic Consumption,12000000.0
Costa Rica,2007,Domestic Consumption,Domestic Consumption,12000000.0
Paraguay,2008,Domestic Consumption,Domestic Consumption,12000000.0
Lao Peoples Democratic Republic,2009,Domestic Consumption,Domestic Consumption,12000000.0
Finland,2010,Domestic Consumption,Domestic Consumption,12000000.0
Rwanda,2011,Domestic Consumption,Domestic Consumption,12000000.0
Liberia,2012,Domestic Consumption,Domestic Consumption,12000000.0
Guatemala,2013,Domestic Consumption,Domestic Consumption,12000000.0
Angola,2007,Export,Export,3240000.0
Uganda,2008,Export,Export,2880000.0
Italy,2009,Export,Export,1980000.0
Brazil,2010,Export,Export,1080000.0
Democratic Republic of Congo,2011,Export,Export,540000.0
Netherlands,2012,Export,Export,420000.0
United States of America,2013,Export,Export,600000.0
Cameroon,2014,Export,Export,300000.0
Madagascar,2015,Export,Export,180000.0
Sri Lanka,2016,Export,Export,600000.0
Indonesia,2017,Export,Export,780000.0
Jamaica,2018,Export,Export,1560000.0
Philippines,2019,Export,Export,1620000.0
Germany,1990,Export,Export,15060000.0
Cuba,1991,Export,Export,14340000.0
Lithuania,1992,Export,Export,9720000.0
Hungary,1993,Export,Export,4200000.0
Cyprus,1994,Export,Export,1920000.0
Malawi,1995,Export,Export,9420000.0
Switzerland,1996,Export,Export,9000000.0
Estonia,1997,Export,Export,6540000.0
Ecuador,1998,Export,Export,9180000.0
Nigeria,1999,Export,Export,7860000.0
El Salvador,2000,Export,Export,7020000.0
Malta,2001,Export,Export,6300000.0
Ethiopia,2002,Export,Export,7140000.0
United Kingdom,2003,Export,Export,5820000.0
Mexico,2004,Export,Export,6780000.0
Sierra Leone,2005,Export,Export,4260000.0
Sweden,2006,Export,Export,3240000.0
Honduras,2007,Export,Export,1920000.0
Viet Nam,2008,Export,Export,1380000.0
Nicaragua,2009,Export,Export,1080000.0
Kenya,2010,Export,Export,420000.0
Unspecified EU stocks,2011,Export,Export,300000.0
Peru,2012,Export,Export,240000.0
Czechia,2013,Export,Export,120000.0
India,2014,Export,Export,660000.0
Côte d Ivoire,2015,Export,Export,660000.0
Croatia,2016,Export,Export,720000.0
Austria,2017,Export,Export,120000.0
Greece,2018,Export,Export,300000.0
Timor-Leste,2019,Export,Export,360000.0
Equatorial Guinea,1990,Green Coffee Inventorie,Green Coffee Inventorie,19980000.0
Trinidad & Tobago,1991,Green Coffee Inventorie,Green Coffee Inventorie,19980000.0
Belgium/Luxembourg,1992,Green Coffee Inventorie,Green Coffee Inventorie,22020000.0
Zimbabwe,1993,Green Coffee Inventorie,Green Coffee Inventorie,19980000.0
Poland,1994,Green Coffee Inventorie,Green Coffee Inventorie,16980000.0
Bulgaria,1995,Green Coffee Inventorie,Green Coffee Inventorie,16440000.0
Central African Republic,1996,Green Coffee Inventorie,Green Coffee Inventorie,14760000.0
Togo,1997,Green Coffee Inventorie,Green Coffee Inventorie,13860000.0
Burundi,1998,Green Coffee Inventorie,Green Coffee Inventorie,12600000.0
Guyana,1999,Green Coffee Inventorie,Green Coffee Inventorie,11280000.0
Slovenia,2000,Green Coffee Inventorie,Green Coffee Inventorie,9720000.0
Tunisia,2001,Green Coffee Inventorie,Green Coffee Inventorie,8520000.0
Haiti,2002,Green Coffee Inventorie,Green Coffee Inventorie,8100000.0
Ireland,2003,Green Coffee Inventorie,Green Coffee Inventorie,7860000.0
Latvia,2004,Green Coffee Inventorie,Green Coffee Inventorie,7800000.0
Slovakia,2005,Green Coffee Inventorie,Green Coffee Inventorie,7740000.0
Gabon,2006,Green Coffee Inventorie,Green Coffee Inventorie,7560000.0
Guinea,2007,Green Coffee Inventorie,Green Coffee Inventorie,7680000.0
Thailand,2008,Green Coffee Inventorie,Green Coffee Inventorie,7740000.0
Norway,2009,Green Coffee Inventorie,Green Coffee Inventorie,8280000.0
France,2010,Green Coffee Inventorie,Green Coffee Inventorie,8460000.0
Dominican Republic,2011,Green Coffee Inventorie,Green Coffee Inventorie,6660000.0
Luxembourg,2012,Green Coffee Inventorie,Green Coffee Inventorie,5820000.0
Belgium,2013,Green Coffee Inventorie,Green Coffee Inventorie,5520000.0
Japan,2014,Green Coffee Inventorie,Green Coffee Inventorie,5760000.0
Yemen,2015,Green Coffee Inventorie,Green Coffee Inventorie,5760000.0
Spain,2016,Green Coffee Inventorie,Green Coffee Inventorie,5400000.0
Papua New Guinea,2017,Green Coffee Inventorie,Green Coffee Inventorie,4800000.0
Venezuela,2018,Green Coffee Inventorie,Green Coffee Inventorie,4800000.0
Congo,2019,Green Coffee Inventorie,Green Coffee Inventorie,4800000.0
Ghana,1990,Green Coffee Inventorie,Green Coffee Inventorie,600000.0
Denmark,1991,Green Coffee Inventorie,Green Coffee Inventorie,720000.0
Romania,1992,Green Coffee Inventorie,Green Coffee Inventorie,600000.0
Colombia,1993,Green Coffee Inventorie,Green Coffee Inventorie,480000.0
Panama,1994,Green Coffee Inventorie,Green Coffee Inventorie,780000.0
Bolivia,1995,Green Coffee Inventorie,Green Coffee Inventorie,780000.0
Tanzania,1996,Green Coffee Inventorie,Green Coffee Inventorie,720000.0
Nepal,1997,Green Coffee Inventorie,Green Coffee Inventorie,360000.0
Russian Federation,1998,Green Coffee Inventorie,Green Coffee Inventorie,540000.0
Zambia,1999,Green Coffee Inventorie,Green Coffee Inventorie,540000.0
Portugal,2000,Green Coffee Inventorie,Green Coffee Inventorie,600000.0
Costa Rica,2001,Green Coffee Inventorie,Green Coffee Inventorie,720000.0
Paraguay,2002,Green Coffee Inventorie,Green Coffee Inventorie,780000.0
Lao Peoples Democratic Republic,2003,Green Coffee Inventorie,Green Coffee Inventorie,780000.0
Finland,2004,Green Coffee Inventorie,Green Coffee Inventorie,360000.0
Rwanda,2005,Green Coffee Inventorie,Green Coffee Inventorie,420000.0
Liberia,2006,Green Coffee Inventorie,Green Coffee Inventorie,480000.0
Guatemala,2007,Green Coffee Inventorie,Green Coffee Inventorie,480000.0
Angola,2008,Green Coffee Inventorie,Green Coffee Inventorie,480000.0
Uganda,2009,Green Coffee Inventorie,Green Coffee Inventorie,300000.0
Italy,2010,Green Coffee Inventorie,Green Coffee Inventorie,300000.0
Brazil,2011,Green Coffee Inventorie,Green Coffee Inventorie,360000.0
Democratic Republic of Congo,2012,Green Coffee Inventorie,Green Coffee Inventorie,240000.0
Netherlands,2013,Green Coffee Inventorie,Green Coffee Inventorie,420000.0
United States of America,2014,Green Coffee Inventorie,Green Coffee Inventorie,720000.0
Cameroon,2015,Green Coffee Inventorie,Green Coffee Inventorie,360000.0
Madagascar,2016,Green Coffee Inventorie,Green Coffee Inventorie,120000.0
Sri Lanka,2017,Green Coffee Inventorie,Green Coffee Inventorie,180000.0
Indonesia,2018,Green Coffee Inventorie,Green Coffee Inventorie,300000.0
Jamaica,2019,Green Coffee Inventorie,Green Coffee Inventorie,
Philippines,1990,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
Germany,1991,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
Cuba,1992,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
Lithuania,1993,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
Hungary,1994,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
Cyprus,1995,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
Malawi,1996,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
Switzerland,1997,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
Estonia,1998,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
Ecuador,1999,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
Nigeria,2000,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
El Salvador,2001,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
Malta,2002,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
Ethiopia,2003,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
United Kingdom,2004,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
Mexico,2005,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
Sierra Leone,2006,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
Sweden,2007,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
Honduras,2008,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
Viet Nam,2009,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
Nicaragua,2010,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
Kenya,2011,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
Unspecified EU stocks,2012,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
Peru,2013,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
Czechia,2014,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
India,2015,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
Côte d Ivoire,2016,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
Croatia,2017,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
Austria,2018,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
Greece,2019,Green Coffee Inventorie,Green Coffee Inventorie,5340000.0
Timor-Leste,1990,Green Coffee Inventorie,Green Coffee Inventorie,10560000.0
Equatorial Guinea,1994,Production,Production,384600000.0
Trinidad & Tobago,1995,Production,Production,471000000.0
Belgium/Luxembourg,1996,Production,Production,509400000.0
Zimbabwe,1997,Production,Production,374400000.0
Poland,1998,Production,Production,595200000.0
Bulgaria,1999,Production,Production,256200000.0
Central African Republic,2000,Production,Production,217200000.0
Togo,2001,Production,Production,88200000.0
Burundi,2002,Production,Production,267000000.0
Guyana,2003,Production,Production,261000000.0
Slovenia,2004,Production,Production,313200000.0
Tunisia,2005,Production,Production,359400000.0
Haiti,2006,Production,Production,352200000.0
Ireland,2007,Production,Production,368400000.0
Latvia,2008,Production,Production,436800000.0
Slovakia,2009,Production,Production,274200000.0
Gabon,2010,Production,Production,318000000.0
Guinea,2011,Production,Production,351000000.0
Thailand,2012,Production,Production,300000000.0
Norway,2013,Production,Production,350400000.0
France,2014,Production,Production,300600000.0
Dominican Republic,2015,Production,Production,248400000.0
Luxembourg,2016,Production,Production,271800000.0
Belgium,2017,Production,Production,242400000.0
Japan,2018,Production,Production,227400000.0
Yemen,2019,Production,Production,229800000.0
Spain,1990,Production,Production,63000000.0
Papua New Guinea,1991,Production,Production,74400000.0
Venezuela,1992,Production,Production,82200000.0
Congo,1993,Production,Production,37200000.0
Ghana,1994,Production,Production,50400000.0
